cID,name,inchi,mp,bp,sID,filename,state,state_original,resolution,spectrometer,original_spectrum,collection,origin,owner,source_reference,nist_source,date
B6000229,"3',3'',5',5''-Tetrabromophenol sulfone phthalein, sodium salt","InChI=1S/C19H10Br4O2.CH4O3S.Na/c20-13-6-11(7-14(21)18(13)24)17(10-4-2-1-3-5-10)12-8-15(22)19(25)16(23)9-12;1-5(2,3)4;/h1-9,24H;1H3,(H,2,3,4);/q;;+1/p-1",,,0,B6000229_IR_0.jdx,solid,SOLID (MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob229,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 229,COBLENTZ,"Not specified, most likely prior to 1970"
B6000230,"3',3''-Dichlorophenol sulfonephthalein mono sodium salt","InChI=1S/C19H12Cl2O2.CH4O3S.Na/c20-15-10-13(6-8-17(15)22)19(12-4-2-1-3-5-12)14-7-9-18(23)16(21)11-14;1-5(2,3)4;/h1-11,22H;1H3,(H,2,3,4);/q;;+1/p-1/b19-14-;;",,,0,B6000230_IR_0.jdx,solid,SOLID (MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob230,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 230,COBLENTZ,"Not specified, most likely prior to 1970"
B6000231,"5',5''-Dibromo-o-cresol sulfone phthalein sodium salt","InChI=1S/C21H16Br2O2.CH4O3S.Na/c1-12-8-15(10-17(22)20(12)24)19(14-6-4-3-5-7-14)16-9-13(2)21(25)18(23)11-16;1-5(2,3)4;/h3-11,24H,1-2H3;1H3,(H,2,3,4);/q;;+1/p-1/b19-16-;;",,,0,B6000231_IR_0.jdx,,,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob231,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 231,COBLENTZ,"Not specified, most likely prior to 1970"
B6000233,"O,m'-sulfonyl dibenzoic acid","InChI=1S/C14H10O6S/c15-13(16)9-4-3-5-10(8-9)21(19,20)12-7-2-1-6-11(12)14(17)18/h1-8H,(H,15,16)(H,17,18)",,,0,B6000233_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob233,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 233,COBLENTZ,"Not specified, most likely prior to 1970"
B6000250,Beta-ethoxyethyl sebacate,"InChI=1S/C18H34O6/c1-3-21-13-15-23-17(19)11-9-7-5-6-8-10-12-18(20)24-16-14-22-4-2/h3-16H2,1-2H3",,,0,B6000250_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob250,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 250,COBLENTZ,"Not specified, most likely prior to 1970"
B6000274,Cis-3-chlorocrotonic acid,"InChI=1S/C4H5ClO2/c1-3(5)2-4(6)7/h1-2H2,(H,6,7)",,,0,B6000274_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-15 MICRON)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob274,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 274,COBLENTZ,"Not specified, most likely prior to 1970"
B6000303,6-Phenylquinoline,InChI=1S/C15H11N/c1-2-6-12(7-3-1)13-8-4-10-15-14(13)9-5-11-16-15/h1-11H,110-111 C,,0,B6000303_IR_0.jdx,,,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob303,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 303,COBLENTZ,"Not specified, most likely prior to 1970"
B6000343,Methyl p-nitro benzoate,"InChI=1S/C8H7NO4/c1-13-8(10)6-2-4-7(5-3-6)9(11)12/h2-5H,1H3",94.5-96 C,,0,B6000343_IR_0.jdx,solid,SOLID (MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob343,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 343,COBLENTZ,"Not specified, most likely prior to 1970"
B6000352,Methyl nicotinium p-toluene sulfonate hydrazide,"InChI=1S/C7H9N3O.C7H8O3S/c1-10-4-2-3-6(5-10)7(11)9-8;1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,8H2,1H3;2-5H,1H3,(H,8,9,10)",,,0,B6000352_IR_0.jdx,solid,SOLID (MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob352,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 352,COBLENTZ,"Not specified, most likely prior to 1970"
B6000353,"2-Naphthol-6,8-disulfonic acid dipotassium salt","InChI=1S/C10H8O7S2.2K/c11-7-2-1-6-3-8(18(12,13)14)5-10(9(6)4-7)19(15,16)17;;/h1-5,11H,(H,12,13,14)(H,15,16,17);;/q;2*+1/p-2",,,0,B6000353_IR_0.jdx,solid,SOLID (MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob353,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 353,COBLENTZ,"Not specified, most likely prior to 1970"
B6000354,5-Nitro-o-toluene sulfonic acid,"InChI=1S/C7H7NO5S/c1-5-4-6(8(9)10)2-3-7(5)14(11,12)13/h2-4H,1H3,(H,11,12,13)",140-142 C,,0,B6000354_IR_0.jdx,solid,SOLID (MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob354,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 354,COBLENTZ,"Not specified, most likely prior to 1970"
B6000358,Trimethylamine borane,"InChI=1S/C3H12BN/c1-5(2,3)4/h1-4H3",,,0,B6000358_IR_0.jdx,solid,"SOLID (MULL, KEL-F OIL FOR 2-7.5 AND MINERAL OIL FOR 7.5-16 MICRONS)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob358,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 358,COBLENTZ,"Not specified, most likely prior to 1970"
B6000359,Dimethylamine borane,"InChI=1S/C2H10BN/c1-4(2)3/h4H,1-3H3",,,0,B6000359_IR_0.jdx,solid,"SOLID (MULL, KEL-F OIL FOR 2-7.5 AND MINERAL OIL FOR 7.5-16 MICRONS)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob359,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 359,COBLENTZ,"Not specified, most likely prior to 1970"
B6000360,Pyridine borane,"InChI=1S/C5H8BN/c6-7-4-2-1-3-5-7/h1-5H,6H3",,,0,B6000360_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob360,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 360,COBLENTZ,"Not specified, most likely prior to 1970"
B6000377,S-diphenylcarbazone,"InChI=1S/C26H24N8O2/c35-25(31-27-21-7-3-1-4-8-21)33-29-23-15-11-19(12-16-23)20-13-17-24(18-14-20)30-34-26(36)32-28-22-9-5-2-6-10-22/h1-18,27-29H,(H,32,36)(H2,31,33,35)",154-156 C,,0,B6000377_IR_0.jdx,solid,SOLID (OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob377,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 377,COBLENTZ,"Not specified, most likely prior to 1970"
B6000381,Anisonitrile,"InChI=1S/C7H8O.C2H3N/c1-8-7-5-3-2-4-6-7;1-2-3/h2-6H,1H3;1H3",58.5-60.5 C,,0,B6000381_IR_0.jdx,solid,SOLID (OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob381,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 381,COBLENTZ,"Not specified, most likely prior to 1970"
B6000390,L-(+)-glutamic acid,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m1/s1",197 C DECOMPOSES,,0,B6000390_IR_0.jdx,solid,SOLID (OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob390,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 390,COBLENTZ,"Not specified, most likely prior to 1970"
B6000424,Diazine green (cert.),"InChI=1S/C28H26N6.ClH/c1-18-16-25-27(17-23(18)29)34(22-8-6-5-7-9-22)26-15-14-24(19(2)28(26)30-25)32-31-20-10-12-21(13-11-20)33(3)4;/h5-17,29H,1-4H3;1H",,,0,B6000424_IR_0.jdx,solid,"SOLID (MINERAL OIL MULL, AFTER ETHANOL PPTN.)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob424,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 424,COBLENTZ,"Not specified, most likely prior to 1970"
B6000425,Brilliant cresyl blue (cert.),"InChI=1S/C17H20N3O.ClH/c1-4-20(5-2)15-10-14-16(8-11(15)3)21-17-9-12(18)6-7-13(17)19-14;/h6-10H,4-5,18H2,1-3H3;1H/q+1;/p-1",,,0,B6000425_IR_0.jdx,solid,"SOLID (MINERAL OIL MULL, AFTER ETHANOL PPTN.)",4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob425,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 425,COBLENTZ,"Not specified, most likely prior to 1970"
B6000427,Tris ethylene diamine cobalt chloride,"InChI=1S/3C2H7N2.3ClH.Co/c3*3-1-2-4;;;;/h3*3H,1-2,4H2;3*1H;/q3*-1;;;;+3",,,0,B6000427_IR_0.jdx,solid,SOLID (2.2% KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob427,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 427,COBLENTZ,"Not specified, most likely prior to 1970"
B6000428,Ferrocene,InChI=1S/2C5H5.Fe/c2*1-2-4-5-3-1;/h2*1-5H;,,,0,B6000428_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob428,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 428,COBLENTZ,"Not specified, most likely prior to 1970"
B6000431,Hexamethylene tetraamine ethiodide,"InChI=1S/C6H12N4.C2H5I/c1-7-2-9-4-8(1)5-10(3-7)6-9;1-2-3/h1-6H2;2H2,1H3",150-152 C DECOMPOSES,,0,B6000431_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob431,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 431,COBLENTZ,"Not specified, most likely prior to 1970"
B6000433,Morland salt,"InChI=1S/CH5N3.4CHNS.Cr.2H3N/c2-1(3)4;4*2-1-3;;;/h(H5,2,3,4);4*3H;;2*1H3/q;;;;;+3;;/p-3",,,0,B6000433_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob433,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 433,COBLENTZ,"Not specified, most likely prior to 1970"
B6000434,Benzidine dihydrochloride,"InChI=1S/C12H12N2.2ClH/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10;;/h1-8H,13-14H2;2*1H",,,0,B6000434_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob434,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 434,COBLENTZ,"Not specified, most likely prior to 1970"
B6000435,"1,1'-Ethylene-bis-pyridinium bromide","InChI=1S/C12H12N2.2BrH/c1-3-9-13-11(5-1)7-8-12-6-2-4-10-14-12;;/h1-6,9-10H,7-8H2;2*1H",290 C DECOMPOSES,,0,B6000435_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob435,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 435,COBLENTZ,1960
B6000437,Nicotine silicotungstate,,,,0,B6000437_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob437,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 437,COBLENTZ,"Not specified, most likely prior to 1970"
B6000438,Viton a,,,,0,B6000438_IR_0.jdx,solid,SOLID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob438,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 438,COBLENTZ,"Not specified, most likely prior to 1970"
B6000446,"9,10-Dibromo anthracene",InChI=1S/C14H8Br2/c15-12-7-3-5-10-8-9-4-1-2-6-11(9)14(16)13(10)12/h1-8H,223-225 C,,0,B6000446_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob446,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 446,COBLENTZ,"Not specified, most likely prior to 1970"
B6000448,Ammonium chloride,InChI=1S/ClH.H3N/h1H;1H3,,,0,B6000448_IR_0.jdx,solid,SOLID (NUJOL AND FLUOROLUBE MULLS),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob448,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 448,COBLENTZ,"Not specified, most likely prior to 1970"
B6000449,Barium chloride,InChI=1S/Ba.2ClH.2H2O/h;2*1H;2*1H2/q+2;;;;/p-2,,,0,B6000449_IR_0.jdx,solid,SOLID (NUJOL MULLS),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob449,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 449,COBLENTZ,"Not specified, most likely prior to 1970"
B6000450,Manganese tetraborate,InChI=1S/B4O7.Mn.H2O/c5-1-7-3-9-2(6)10-4(8-1)11-3;;/h;;1H2/q-2;+2;,,,0,B6000450_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob450,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 450,COBLENTZ,"Not specified, most likely prior to 1970"
B6000451,Sodium metaborate,InChI=1S/BO2.Na.H2O/c2-1-3;;/h;;1H2/q-1;+1;,,,0,B6000451_IR_0.jdx,solid,SOLID (NUJOL AND FLUOROLUBE MULLS),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob451,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 451,COBLENTZ,"Not specified, most likely prior to 1970"
B6000452,Lead metaborate,InChI=1S/2BO2.H2O.Pb/c2*2-1-3;;/h;;1H2;/q2*-1;;+2,,,0,B6000452_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob452,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 452,COBLENTZ,"Not specified, most likely prior to 1970"
B6000453,Magnesium metaborate,InChI=1S/2BO2.Mg.H2O/c2*2-1-3;;/h;;;1H2/q2*-1;+2;,,,0,B6000453_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob453,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 453,COBLENTZ,"Not specified, most likely prior to 1970"
B6000454,Potassium tetraborate,InChI=1S/B4O7.2K.H2O/c5-1-7-3-9-2(6)10-4(8-1)11-3;;;/h;;;1H2/q-2;2*+1;,,,0,B6000454_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob454,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 454,COBLENTZ,"Not specified, most likely prior to 1970"
B6000455,Sodium tetraborate,InChI=1S/B4O7.2Na.H2O/c5-1-7-3-9-2(6)10-4(8-1)11-3;;;/h;;;1H2/q-2;2*+1;,,,0,B6000455_IR_0.jdx,solid,SOLID (NUJOL AND FLUOROLUBE MULLS),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob455,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 455,COBLENTZ,"Not specified, most likely prior to 1970"
B6000457,Ammonium chromate,InChI=1S/Cr.2H3N.4O/h;2*1H3;;;;/q;;;;;2*-1/p+2,,,0,B6000457_IR_0.jdx,solid,SOLID (NUJOL AND FLUOROLUBE MULLS),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob457,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 457,COBLENTZ,"Not specified, most likely prior to 1970"
B6000458,Sodium chromate,InChI=1S/Cr.2Na.4O/q;2*+1;;;2*-1,,,0,B6000458_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob458,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 458,COBLENTZ,"Not specified, most likely prior to 1970"
B6000459,Potassium chromate,InChI=1S/Cr.2K.4O/q;2*+1;;;2*-1,,,0,B6000459_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob459,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 459,COBLENTZ,"Not specified, most likely prior to 1970"
B6000460,Magnesium chromate,InChI=1S/Cr.Mg.H2O.4O/h;;1H2;;;;/q;+2;;;;2*-1,,,0,B6000460_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob460,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 460,COBLENTZ,"Not specified, most likely prior to 1970"
B6000461,Lead chromate,InChI=1S/Cr.4O.Pb/q;;;2*-1;+2,,,0,B6000461_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob461,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 461,COBLENTZ,"Not specified, most likely prior to 1970"
B6000462,Zinc chromate,InChI=1S/Cr.H2O.4O.Zn/h;1H2;;;;;/q;;;;2*-1;+2,,,0,B6000462_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob462,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 462,COBLENTZ,"Not specified, most likely prior to 1970"
B6000463,Barium chromate,InChI=1S/Ba.Cr.4O/q+2;;;;2*-1,,,0,B6000463_IR_0.jdx,solid,SOLID (NUJOL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob463,COBLENTZ,MELLON INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 463,COBLENTZ,"Not specified, most likely prior to 1970"
